artist,song,signified,signifier,line
French Montana,Im So Special,ice,lights from AC,And my ice like lights from AC
French Montana,Im So Special,hot,a drop,"Homie I'm hot like a drop, no AC"
French Montana,Im So Special,blue,Grape Street,And my coupe all blue like Grape Street
Aseru,Mood Swing,low,sweet chariot,Low like sweet chariot
Aseru,Mood Swing,swing,Ella of Cold Train,Mood Swing like Ella of Cold Train its classic
Aseru,Mood Swing,rappin,gettin,Back stage rappin like gettin ready for game time
The A-Team,B-Boy Real Mc Coy,chocolate,an Almond Joy,I'm chocolate all over like an Almond Joy
The A-Team,B-Boy Real Mc Coy,chocolate,an Almond Joy ( 5X,I'm chocolate all over like an Almond Joy (5X)
The A-Team,B-Boy Real Mc Coy,chocolate,an Almond Joy ( 5X,I'm chocolate all over like an Almond Joy (5X)
The A-Team,B-Boy Real Mc Coy,chocolate,an Almond Joy ( 2X,I'm chocolate all over like an Almond Joy (2X)
3rd Bass,Brooklyn-Queens,girls,MAD at the bus stop,And there's girls like MAD at the bus stop
3rd Bass,Brooklyn-Queens,numb,a Derelict on scotch,Gettin' numb like a Derelict on scotch
3X Krazy,Reactions,standards,Tony,To settin' standards like Tony
3X Krazy,Reactions,reactions,tuff actin  Tenactin wit,"My Reactions, like tuff actin' Tenactin wit the Mac-10"
3X Krazy,Reactions,reactions,tuff actin  Tenactin wit,"My Reactions, like tuff actin' Tenactin wit the Mac-10"
3X Krazy,Reactions,reactions,tuff actin  Tenactin wit,"My Reactions, like tuff actin' Tenactin wit the Mac-10"
3X Krazy,Reactions,reactions,tuff actin  Tenactin wit,"My Reactions, like tuff actin' Tenactin wit the Mac-10"
3X Krazy,Reactions,reactions,tuff actin  Tenactin wit,"My Reactions, like tuff actin' Tenactin wit the Mac-10"
3X Krazy,Reactions,reactions,tuff actin  Tenactin wit,"My Reactions, like tuff actin' Tenactin wit the Mac-10"
213,My Dirty Ho,bitch,Tina,"I treat a bitch like Tina, that mean I'm like Ike, I guess"
Clipse,Hello New World,gears,mine,"Foreign cars, stick shift, six gears like mine"
Clipse,Hello New World,life,it,'Cause the judge is sayin' life like it ain't someone's life
OutKast,GhettoMusick,open,a foyer,Leave a motherfucker open like a foyer
Beastie Boys,Looking Down the Barrel of a Gun,die,my kid Bruce Willis,"I'ma die harder, like my kid Bruce Willis"
Soulja Boy,All Black Everything,feelin,an eclipse,"All black everything, I'm feelin like an eclipse"
2 Low,Funky Lil Brotha,things,Cutlass,And have nice things like Cutlass on d's
2 Low,Funky Lil Brotha,bustas,we Evander Holyfield,Puttin bustas on they back like we Evander Holyfield
Bliss n Eso,Mad Tight,pussy,Jessica Rabbit,You players act pussy like Jessica Rabbit
Boogiemonsters,Bodya,bouncin,a pogo while exposin ill Freemasons,Have y'all bouncin like a pogo while exposin ill Freemasons
Boogiemonsters,Bodya,chokin,the midnight strangler,"So I be the ranger, you're chokin like the midnight strangler"
Ro Spit,1,star,Busta man,"No Spliff, but I’m a star like Busta man"
Ro Spit,1,twisted,Keith Sweat,I got the game all Twisted like Keith Sweat
Ro Spit,1,witness,LeBron,Now sit back and bear witness like LeBron
Ant Banks,No Time Fa BS,droppin,fleas,"And, ain't another crook you know that keep 'em droppin' like fleas"
B.G.,Jungle,quick,a cheetah,"I'm a lil' creeper, quick like a cheetah, so better (?????)"
B.G.,Jungle,life,jungle animals,"I gives a fuck, I live wild life like jungle animals"
B.G.,Jungle,dogs,me,"Pussy cats got nine lives, dogs like me got one life"
Black Market Militia,Gem Stars,homicide,vultures,"Pulses, over death fless, homicide hover like vultures"
Akinyele,Sha La La,walls,period vaginas,I use your blood to paint the walls like period vaginas
Akinyele,Sha La La,bullets,allergies,Bullets like allergies
Akinyele,Sha La La,wreck,your part,I could feel or catch a wreck like your part buttons
Akinyele,Sha La La,fall,Niagara,Making your ass fall like Niagara
Ja Rule,Judas,blessing,a promise that s broken,"Betrayal's a blessing, like a promise that's broken"
Ja Rule,Judas,hate,Air Forces,'Cause niggas wear hate like Air Forces
Kurupt,C-Walk,gangstas,us,All the hoes really want is gangstas just like us
Arsonists,Blacklisted,witness,a fiend s dream,"Bear witness to the power unseen, like a fiend's dream"
AZ,Serious,bodies,lady horses,"Hoes, bodies like lady horses"
AZ,Serious,funny,Eddie Murphy s Delirious,Y'all niggas is funny like Eddie Murphy's Delirious
Jedi Mind Tricks,Muerte,devastate'em,7L,"When I'm on paper, devastate'em like 7L"
Jedi Mind Tricks,Muerte,dough,wild lions,Allah stay chasin' the dough like wild lions
Jedi Mind Tricks,Muerte,flyin,birds we takin  your daily bread,"Flyin' through, like birds we takin' your daily bread"
Black Eyed Peas,Disco Club,moves,me,Make moves like me and you was intimate (sexy)
Lupe Fiasco,Carrera  Lu,gorilla,Bapestar,"Chillin in my race car, gorilla like Bapestar"
Big Gemini,Back All In It,tone,cocoa butter,I like a fine skin tone like cocoa butter
Big Gemini,Back All In It,ridin,Oooh,"Just ridin' up your curves like	""Oooh"
Eric B. & Rakim,Mahogany,effects,codeine,"Verse is a vitamin, effects like codeine"
The Game,Bulletproof Diaries,bullets,Terrell,"Trying to be a Cowboy, you catch bullets like Terrell"
The Game,Bulletproof Diaries,dub,Wu - Tang,"Rep the dub like Wu-Tang, and I got Killa Bees (respect)"
Masta Ace,Soda and Soap,smile,Shanice,And she told me she liked my smile like Shanice
Masta Ace,Soda and Soap,bubble,the soda,Bubble like the soda kinda like the soap
Masta Ace,Soda and Soap,hits,Yogi Berra,I'm tryin' to make hits like Yogi Berra
Masta Ace,Soda and Soap,bubble,the soda,Bubble like the soda kinda like the soap
Timbaland & Magoo,People Like Myself,people,myself,"People like myself, only hang with self cause that's the way to go"
Timbaland & Magoo,People Like Myself,girbauds,them,Like them forty-two Girbauds
Blu & Exile,No Greater Love,stuck,a clueless in love with every movement,Stuck like a clueless in love with every movement she makes
Al-D,Get Your Paper,ball,that,"Picture that, S.U.C. gon ball like that"
Beastie Boys,Right Right Now Now,international,Matt Takei,We're international like Matt Takei
Chris Webby,Off the Chain,artist,Jack Pollock,"Artist like Jack Pollock, drop shit so sick I need an antibiotic"
Chris Webby,Off the Chain,deadly,a black mamba,"I am deadly like a black mamba, sipping Odwalla"
Chris Webby,Off the Chain,shit,the Godfather,Mixed with vodka running shit like the Godfather
South Park Mexican,I Must Be High,hoes,Jack Tripper,"Aunt Jemima sipper, hoes like Jack Tripper"
Lil Wayne,That Aint Me,strong,blacks,But I stay strong like blacks do
Lil Wayne,That Aint Me,wild,an Arab from the Islamic nation,Wild like an Arab from the Islamic nation
Public Enemy,The Revolution Rocks On,killer,cereal,We big dicks sick rhyme killer like cereal
Public Enemy,The Revolution Rocks On,shit,seagulls,Drop shit like seagulls and smash your little ego
Public Enemy,The Revolution Rocks On,visions,Stevie and Coleco,I get visions like Stevie and Coleco
Public Enemy,The Revolution Rocks On,black,licorish,My rap's niggerish black like licorish
Biz Markie,Take it From the Top,gamble,Vegas,Hard to handle run a gamble like Vegas
Boot Camp Clik,Bubblin Up,act,yall,Ya'll muthafuckas better act like ya'll know
Boot Camp Clik,Bubblin Up,thing,Lauryn Ms. Hill,"So I walk with that thing, that thing, like Lauryn Ms. Hill"
Kool Moe Dee,Lets Go,lock,a pitbull,You've got a lock on my jock like a pitbull
Sugarhill Gang,8th Wonder,me,it,"Oh me like it so, me like it so"
9th Prince,The Writer,back,Craftmatic,"Like a dope addict, my automatic'll lift your back like Craftmatic"
9th Prince,The Writer,static,a cellphone with no signal,"Like a cellphone with no signal, givin' niggas static"
9th Prince,The Writer,predictable,the Wu,Predictable like the Wu not invited to Summer Jam
9th Prince,The Writer,calm,"James Bond , city slum scramblers","Inspired by The RZA, I'm calm like James Bond, city slum scramblers"
9th Prince,The Writer,movin,doljias,"Madman exposure, got niggas movin' like doljias"
Chamillionaire,Hip Hop Police,bond,James,"And I'ma bond, like James, bet I be out here quick, man"
Tha Alkaholiks,Turn the Party Out,props,Randy Wrecker,I'ma wreck the neck conducting props like Randy Wrecker
Tha Alkaholiks,Turn the Party Out,soul,an old trooper,I roll soul like an old trooper
Tha Alkaholiks,Turn the Party Out,styles,you stutter,"Like you stutter, I ribbedyribbedyribbedyrip styles, I'm comin"
Tha Alkaholiks,Turn the Party Out,funky,"Con - Funk - Shun , more style than Stylistics","Funky like Con-Funk-Shun, more style than Stylistics"
Boo-Yaa T.R.I.B.E.,Psyko Funk,rockin,monkeys,"Cause Psyko Funk is sure enough funky, had the punks rockin like monkeys"
Cormega,Tony/Montana,relentless,a MAC with an infra,But my raps is relentless like a MAC with an infra
Tha Alkaholiks,Likwit Ridas,commence,a tire,"And commence to roll, like a tire"
Tha Alkaholiks,Likwit Ridas,hittin,a tech on the target,Hittin' hard like a tech on the target
Tha Alkaholiks,Likwit Ridas,trippin,"Pippen , long hour sippin","I'm trippin' like Pippen, long hour sippin'"
Tha Alkaholiks,Likwit Ridas,numerous,East Valley murders,My flows are numerous like East Valley murders
Tha Alkaholiks,Likwit Ridas,shit,talk,Bustin' shit off like talk is cheap like Rally's burgers
Tha Alkaholiks,Likwit Ridas,flow,Imp the Dimp,Pimp the flow like Imp the Dimp
Tha Alkaholiks,Likwit Ridas,oil,an Arab,Sit back in a lab and strike oil like an Arab
Tha Alkaholiks,Likwit Ridas,bones,M 3 s,While I get into this style that bones like M 3's
Bizzy Bone,Murderah,flames,kane,He's ready to burn us all baptise is flames like kane
AZ,Bodies Gotta Get Caught,corners,roach spray,And we love hittin corners just like roach spray
Bizarre,Nuthin at All,raw,O.D.B,Proof gon give it to ya raw like O.D.B
Blakroc,Hoochie Coo Aint Nothing Like You,nothing,you,It's nothing like you
Blakroc,Hoochie Coo Aint Nothing Like You,nothing,you,Its nothing like you
Blakroc,Hoochie Coo Aint Nothing Like You,nothing,you,"Ha, it's nothing like you"
Blakroc,Hoochie Coo Aint Nothing Like You,nothing,you,Ain't nothing like you
Jay Electronica,Suckas,weight,Oprah,"The last dragon, carrying weight like Oprah"
Asher Roth,Fallin,wizard,merlin,"Getting on the mic, I'm a wizard like merlin"
3rd Bass,Steppin to the A.M. Remix,afflict,a convict,"Afflict like a convict, I ain't no criminal"
3rd Bass,Steppin to the A.M. Remix,flowin,fluid,(slow and smooth)  Flowin like fluid
3rd Bass,Steppin to the A.M. Remix,droppin,a guillotine,(amid all crisis)  Droppin like a guillotine
Outasight,Its Like That,insurance,the gecko,"Sell insurance like the gecko, heck no, I bet those thoughts don't bounce"
Smoke DZA,Code Orange,buckets,Gilligan,"I get it in, buckets like Gilligan"
JAY-Z,Trouble,toeing,six in the morn,Tip-toeing in the crib like six in the morn'
JAY-Z,Trouble,niggas,lil,I can only view lil' niggas like lil' niggas
Drake,Ransom,cash,"Johnny , Banks Ashley","Cash like Johnny, Banks like Ashley"
Tha Alkaholiks,DeBarge Skit,james,the cold duck,"Oh, OK, James like the cold duck"
Crooked I,Stronger Freestyle,something,fatigues,"Blending in, something like fatigues"
Brotha Lynch Hung,My Love,crackin,an omlet,It was crackin like an omlet
Drake,Extra Special,song,Teairra Mari,I don't want my daughter making a song like Teairra Mari did
Bone Thugs-N-Harmony,Fire,poppin,a firecracker,"Anywhere you wanna do it, nigga we can get it poppin like a firecracker!"
Bone Thugs-N-Harmony,Fire,nigga,a tractor,"But I'm wild, I get at cha, hit a nigga like a tractor, collapse ya, thrash ya"
dead prez,Be Healthy,smell,"soul food ,","I'm from the old school, my household smell like soul food, bro"
Junior M.A.F.I.A.,Lyrical Wizardry,dances,Murray,Lyrical wizardry dances on MC's like Murray on SC's
Junior M.A.F.I.A.,Lyrical Wizardry,bags,Joe Pesci,Outta paper bags like Joe Pesci
Junior M.A.F.I.A.,Lyrical Wizardry,vocabulary,Chinese and spellin,Freakin' vocabulary like Chinese and spellin' bees
Junior M.A.F.I.A.,Lyrical Wizardry,soundin,that nigga from Night Court,Fuck you! Soundin' like that nigga from Night Court
Junior M.A.F.I.A.,Lyrical Wizardry,wet,galoshes on Klep s place,Niggas get wet up like galoshes on Klep's place
The Beatnuts,Get Funky II,ass,a DJ table,Spin that ass like a DJ table
The Beatnuts,Get Funky II,money,Felipe Lopez,I'm tryin' to get money like Felipe Lopez
Big L,Stretch  Bobbito 92,rappers,a chef,I cook rappers like a chef
Big L,Stretch  Bobbito 92,def,Jef,"I'm Def like Jef, right to left"
Big L,Stretch  Bobbito 92,leakin,Activator,I grab the mag and leave a fag leakin like Activator
Jay Electronica,Renaissance Man,shine,Ray - Bans,Satan trying to block my shine like Ray-Bans
Jay Electronica,Renaissance Man,crack,a plumber,So I showed the industry my ass crack like a plumber
Jay Electronica,Renaissance Man,bangin,a drummer,Now ASCAP bangin' on my door like a drummer
Eminem & Redman,Off the Wall,work,Tony Atlas,'Til y'all outta work like Tony Atlas
Eminem & Redman,Off the Wall,unload,an ace and four,Unload fifteen like an ace and four
Eminem & Redman,Off the Wall,junk,I,Pop junk like I just got jumped
Afu-Ra,Dangerous Language,man,Morgan,Now I'm a black free man like Morgan
Afu-Ra,Dangerous Language,ass,a Pringle,Crack that ass like a Pringle
Clipse,Momma Im So Sorry,baller,the Rucker,"Minus the wicked jumper, street baller like the Rucker"
Clipse,Momma Im So Sorry,missus,Solomon and Sheba,"Meanwhile, me and my missus like Solomon and Sheba"
Junior M.A.F.I.A.,Crazaay,pissy,a baby,And da E&J got me pissy like a baby
Bone Thugs-N-Harmony,Ganksta Attitude,something,this,We gonna do a little something like this...
2Pac,Let Them Thangs Go,poppin,two 9 s hittin  em with new rhymes,Poppin' like two 9's hittin' 'em with new rhymes
3rd Bass,Alz A-B-Ceez,perfect,Zenith,"Z is for zany, picture perfect like Zenith"
50 Cent,My Toy Soldier,waves,tsunami,Waves in my head lookin like tsunami hit it
"Royce da 5'9""",Writers Block,bars,your ear,You are hearin' bars like your ear against a Kit Kat
"Royce da 5'9""",Writers Block,guys,the Navy,"Shady guys like the Navy, try us, wavey bye-bye"
"Royce da 5'9""",Writers Block,waste,a phony B - cup,Is a waste of fake like a phony B-cup
Al-D,Never Forget,mayn,the flight 800,"Mayn them boys done blew up, like the flight 800"
Bone Thugs-N-Harmony,Dont Waste My Time,choke,nigga s choke,Choke like nigga's choke when they get that corner on 100 and 44
Black Spade,Ship Has Sailed,money,Baby,Wanna have Cash Money like Baby
Black Spade,Ship Has Sailed,packer,Jake Gyllenhaal,You think I'm a Broke Back packer like Jake Gyllenhaal
Black Spade,Ship Has Sailed,mc,pussy,But real MC's like pussy too
9th Prince,Target Practice,free,Martin,"Everyday I was counting, free at last like Martin"
9th Prince,Target Practice,flow,this,"Yo, who you know got flow just like this?"
9th Prince,Target Practice,champagne,this,Who you know pop champagne like this?
9th Prince,Target Practice,flows,this,Who you know got flows just like this?
Busta Rhymes,We Goin to Do it to Ya,firm,this,Stern like shit'll make you firm like this
Busta Rhymes,We Goin to Do it to Ya,girl,this,And earl like knowin I'm bonin your girl like this
Jay Electronica,The Ghost of Christopher Wallace,yeh,that,"Yeh, like that"
Jay Electronica,The Ghost of Christopher Wallace,yeh,that,"Yeh, Like that"
Jay Electronica,The Ghost of Christopher Wallace,something,this,Yeah. And it goes a lil something like this
Botany Boys,Comn Down Wreckin Pt. 2,shots,who,"Now who the hell coming down, calling shots like that"
Botany Boys,Comn Down Wreckin Pt. 2,squat,that,"And how the hell them niggas, make the Benz squat like that"
Botany Boys,Comn Down Wreckin Pt. 2,block,that,"You ain't know the Botany Boys, bleed the block like that"
Botany Boys,Comn Down Wreckin Pt. 2,wreck,that,"Remember the Botany Big Shots, come down and wreck like that"
2Pac,Tradin War Stories,nigga,me,Ain't nothing on this earth will make a nigga like me stay
B-Legit,Gets Down Like That,corners,homers with the bass,I clear the corners like homers with the bass is strong(?)
B-Legit,Gets Down Like That,mobb,a pancake,Mobb down about the town like a pancake
B-Legit,Gets Down Like That,nigga,me,And all you bitches and tricks know what a nigga like me into
Jamie Foxx,Digital Girl Remix 2,paths,an intersection,We would cross paths like an intersection
Jamie Foxx,Digital Girl Remix 2,mags,Stacy Dash,In Playboy mags like Stacy Dash
Nicki Minaj,Baddest Bitch,celtics,Boston,"'Cause we pack shows, Celtics like Boston"
Cam'ron,Get It In Ohio,southside,the White Sox,"Westside, did the Southside like the White Sox (What up Stony Island?)"
OutKast,West Savannah,playa,that,"I'm just a playa like that, my jeans was sharply creased"
Bizzy Bone,I Truly Believe,nothin,a prayer,"(Ooh, it ain't nothin like a prayer to get me up in the mornin)"
Bizzy Bone,I Truly Believe,nothin,a prayer,"I say ooh, it ain't nothin like a prayer to get me up in the mornin"
2Pac,There U Go,actin,a ho,"There you, there you go, actin' like a ho"
2Pac,There U Go,actin,a ho,"There you, there you go, actin' like a ho"
2Pac,There U Go,actin,a ho,"There you, there you go, actin' like a ho"
2Pac,There U Go,actin,"a ho , actin  a ho","Actin' like a ho, actin' like a ho"
2Pac,There U Go,flowin,H20,"I keep flowin' like H20, it ain't nothin' for me to say"
2Pac,There U Go,actin,a ho,"There you, there you go, actin' like a ho"
2Pac,There U Go,actin,a ho,"There you, there you go, actin' like a ho"
2Pac,There U Go,actin,a ho,"There you, there you go, actin' like a ho"
2Pac,There U Go,actin,"a ho , actin  a ho","Actin' like a ho, actin' like a ho"
2Pac,There U Go,actin,a ho ( There you go,"There you, there you go, actin' like a ho (There you go!!)"
2Pac,There U Go,actin,a ho ( Actin  a real ho,"There you, there you go, actin' like a ho (Actin' like a real ho)"
2Pac,There U Go,actin,a ho,"There you, there you go, actin' like a ho"
2Pac,There U Go,actin,"a ho , actin  a ho","Actin' like a ho, actin' like a ho"
2Pac,There U Go,actin,a ho,"There you, there you go, actin' like a ho"
2Pac,There U Go,actin,a ho,"There you, there you go, actin' like a ho"
2Pac,There U Go,actin,a ho,"There you, there you go, actin' like a ho"
2Pac,There U Go,actin,"a ho , actin  a ho","Actin' like a ho, actin' like a ho"
Spose,Im Awesome,shit,a blumpkin,Even though I got shit for brains like a blumpkin
Jim Jones,We Fly High,game,the crack game,The rap game like the crack game
Mystikal,Shake Ya Ass,fire,CAY - ENNE,I like my women fire like CAY-ENNE!!
Mystikal,Shake Ya Ass,nigga,me gon,Cause a nigga like me gon' get to work before I know the girl
Black Moon,Two Turntables and a Mic,brother,me,To make a brother like me play the dugout
Young Dro,Rubberband Banks,nigga,a piranha,"Humbly, eat up a nigga like a piranha B"
Young Dro,Rubberband Banks,look,Snapple Juice,Ride through the hood you know the Burban look like Snapple Juice
Young Dro,Rubberband Banks,roll,a roly - po,"Ice come from Tokyo, roll like a roly-po"
Young Dro,Rubberband Banks,chief,an Indian,"Rock Cartier, I'mma Chief like an Indian"
A-Trak,Step Off,smooth,me,'Macne to - But if he ain't smooth on the floor like me
MC Breeze,Watch the Hook,track,a linebacker,"Attack a track like a linebacker, I got rhymes that'll"
Eminem,Oh No,swings,a pendulum,"Just like a pendulum, Satan's pentagram swings"
Dr. Dre,Xxplosive,g,me,"Nowadays, a G like me can't even call it"
Andre Nickatina & Equipto,Jungle,raps,a Tommy gun,"Raps like a Tommy gun, watch how the body run"
Andre Nickatina & Equipto,Jungle,spread,the bitch,Why don't we cover the spread like the bitch never existed
Kevin Altitude Gatez,Committed,life,that,"Life's like that, but do you even fear that He might come"
Kevin Altitude Gatez,Committed,dine,Blue Six,"Then they chill, and they wine and dine like Blue Six"
Kevin Altitude Gatez,Committed,success,Spur ribs and steak,'Yal marinate my success like Spur ribs and steak
Black Knights,Bloody Samurai,braids,"Samson , strength of Job","Seven braids like Samson, strength of Job"
Black Knights,Bloody Samurai,raps,crack,"When I slang raps like crack, to the women and children"
N.W.A,Parental Discretion Iz Advised,psycho,no other motherfucker,Psycho like no other motherfucker
N.W.A,Parental Discretion Iz Advised,nigga,Ren,Cause a nigga like Ren don't give a fuck cause I'm older
N.W.A,Parental Discretion Iz Advised,legs,a cricket,"As they sit, rubbing their legs like a cricket"
Boss Hogg Outlawz,Boyz-N-Blue,killa,Vince Dasene,"Killa nice with his hands, like Vince Dasene"
Ma,Best of Me Part 2,conversation,what,Conversation like what?
Joe Budden,Anti,feelin,opportunity,Or I'm feelin' like opportunity ran by (me)
Big Pokey,Swallowed By the Game,numbers,a NFL punter,Putting up numbers like a NFL punter
Artifacts,Its Gettin Hot,wonder,Vicki,The small Wonder like Vicki
Bad Azz,Money 2 Fold,gats,po - lice,Hats and white T's and fat gats like po-lice
The Beatnuts,Get Funky,crew,Jews in gas chambers,Torturing crew like Jews in gas chambers
The Beatnuts,Get Funky,money,Felipe Lopez,I'm tryin' to get money like Felipe Lopez
Anubis5,Anubis5,flow,a fatcap spraycan,So heavy flow like a fatcap spraycan
Anubis5,Anubis5,drop,a fresh piece,But then I drip drop like a fresh piece
Anubis5,Anubis5,hectic,a train wreck,"Step onto the scene, it gets hectic like a train wreck"
The Game,Childrens Story,chain,mardi grass,Big chain around my neck like mardi grass
The Game,Childrens Story,car,the Dukes of Hazzard,So I hopped out the car like the Dukes of Hazzard
The Game,Childrens Story,feelin,a bad boy without the shiny suit,I'm feelin like a bad boy without the shiny suit
Birdman,Never Had Nothing,ball,a dogg,"I'mma ball like a dogg, so nigga fuck you!"
2Pac,How Do U Want It,ones,we,Like we the first ones to bomb and cuss
The Roots,Criminal,city,a island where you ca nt find a boat,My city like a island where you can't find a boat
Ak'sent,All I Need Remix,party,Diddy,Party like Diddy
Ak'sent,All I Need Remix,none,him,Ain't none like him
Ak'sent,All I Need Remix,stove,Avon,Top boss stove like Avon from the wire
Atmosphere,Lyndale Avenue Users Manual,face,yes,Smile'n your face like 'yes sir'
3rd Bass,Wordz of Wizdom,elemental,uranium,"Pete Nice, elemental like uranium"
3rd Bass,Wordz of Wizdom,blowin,a cool breeze,"Throwin joints, blowin like a cool breeze"
3rd Bass,Wordz of Wizdom,dapper,Dan,"Dapper like Dan from, three the hard one"
3rd Bass,Wordz of Wizdom,dinner,a soul man,Light skinner eat dinner like a soul man
3rd Bass,Wordz of Wizdom,lyrics,a d - valve,"Throughout, or put out, lyrics like a d-valve"
Lil Wayne,Dipset,growin,my money ( The Runners,My shit growin' like my money (The Runners!)
40 Cal,40 Cals,y',my intro ( yea,Uh! y'all like my intro (yea)
40 Cal,40 Cals,smooth,the lotion,"Smooth like the lotion, you miss me when cal gone"
40 Cal,40 Cals,blow,calidro,"So I grip the calico, let the shit blow like calidro"
40 Cal,40 Cals,white,calcium,"Brown color, the white like calcium"
Big Pokey,Hardest Pit,i.q.,leopard,"I.Q. like leopard, dope game perfecter"
Big Pokey,Hardest Pit,sets,a Black & Decker,"Sweeping up sets, like a Black & Decker"
Big Pokey,Hardest Pit,brains,migraine,"And stains niggas brains, like migraine"
Atmosphere,Shotgun,smell,breast milk,Breath smell like breast milk and peppermint
Akinyele,Stay Wild,motherfuckers,Osh Koshes,I sew motherfuckers like Osh Koshes
"Ali ""Dee"" Theodore",Bring it On,jumpin,Evil Knievel,Rappers are jumpin like Evil Knievel
"Ali ""Dee"" Theodore",Bring it On,comin,Michael Myers,"You better believe it, I'm comin like Michael Myers"
"Ali ""Dee"" Theodore",Bring it On,snappy,Daffy and yahoowee,"I'm skimpy like ?Kimpy?, snappy like Daffy and yahoowee!"
"Ali ""Dee"" Theodore",Bring it On,rookies,they,You hookey-playin rookies like they cookies from Nabisco
Boogie Down Productions,Blackman in Effect,music,that,But music like that or this is the incredible uplift
Das Racist,All Tan Everything,blow,landmines,"Mad rhymes, finna blow up like landmines"
Angie Martinez,No Playaz,flossin,me,"Flossin like me, they don't got what I got, y'knowhatimsayin?"
Angie Martinez,No Playaz,nigga,me,"[What your job gotta do wit a nigga like me, you won't have to work no more girl]"
Brother Ali,Victory Come Forward,def,WHAT,Not 'deaf' like (What?) but 'def' like (WHAT!)
Brother Ali,Victory Come Forward,people,us,And the people like us - come forward
Brother Ali,Victory Come Forward,people,us,And the people like us - come forward
Laws,Hustle,hate,"the raven ,","Now I’m treating hate like the raven, never more"
Big Pokey,Dont Play,bang,two hundred Crips,"My 15's bang, like two hundred Crips"
Big Pokey,Dont Play,hands,pipes,"Light on my feet nigga, hands like pipes"
Busta Rhymes,Turn It Up,sweet,honey chicken,Sweet like honey chicken Dijon
Busta Rhymes,Turn It Up,hangin,a medallion,Hangin' like a medallion
Ghostface Killah,2getha Baby,crispy,a pair of headphones,"Aiyyo it's Tone, crispy like a pair of headphones"
Ghostface Killah,2getha Baby,skin,Halle,"Tommy Hilfiger cut, skin like Halle"
Ghostface Killah,2getha Baby,shakin,she,Her jelly roll shakin like she into the well
Big Daddy Kane,No Damn Good,playin,a drum beat,A big-time player playin like a drum beat
Reflection Eternal,Good Mourning,fade,TV sets,Like respect and fade out like TV sets
Reflection Eternal,Good Mourning,spirit,a whisper,"Somebody nigga, now your spirit in the air like a whisper"
Reflection Eternal,Just Begun,countin,Monte Cristo,"They snitchin' like Donnie Brasco, I'm countin' like Monte Cristo"
Reflection Eternal,Just Begun,hittin,Muhammad Ali,"Hittin' like Muhammad Ali, you more like Tatyana"
Reflection Eternal,Just Begun,prophets,Islamics or the Dalai Lama,We follow the prophets like Islamics or the Dalai Lama
Apathy,Candy,top,Twix,Top of the list together like Twix
Apathy,Candy,mint,Andes,"Got a pimp, tried to make a little mint like Andes"
Black Eyed Peas,Shut the Phunk Up,situations,this,Situations like this make me just wanna tell you to
Lloyd Banks,On The Double,strapped,"The Mummy , you a dummy","And I'm strapped like The Mummy, you a dummy you can get it"
Eric B. & Rakim,Let the Rhythm Hit Em,fist,this,"Party people, pumpin' their fist like this"
Hopsin,Kill Her,blow,a bomb,'Cause I’ma blow up like a bomb when I’m detonated
Mr. Pookie,Destiny,day,this,But momma always told it would be a day like this
Big Pun,Super Lyrical,somethin',nothing else,"Thought from Illadelph, somethin' like nothing else"
Big Pun,Super Lyrical,stomp,elephants upon every elf,"My talk stomp like elephants upon every elf, 'cause what?"
Atmosphere,Dont Stop,nothin,Hip Hop music,Ain't nothin like Hip Hop music
M.O.P.,Downtown Swinga 96,ass,Bo Jack,"Breakin shackles, tackle your ass like Bo Jack"
Chiddy Bang,All Things Go,attention,a soldier in the military,I get attention like a soldier in the military
King Los,B.o.B. Freestyle,motherfucker,Melvin,I'm that motherfucker like Melvin from baby boy
Bahamadia,3 Tha Hard Way,cream,cherries jubilee,To get the cream like cherries jubilee
Bahamadia,3 Tha Hard Way,fantasies,Tony Starks,Or like Tony Starks fantasies about his Wallabees
Bahamadia,3 Tha Hard Way,styles,direct connects from internet,Styles international like direct connects from internet
Bahamadia,3 Tha Hard Way,blossom,Chia Pets,Verbal text blossom like Chia Pets
Bahamadia,3 Tha Hard Way,end,Armageddon,"This is the end like Armageddon, you're settin' a bad example"
Bahamadia,3 Tha Hard Way,stagnation,the cancer patients eatin  cow fuss,Mental stagnation like the cancer patients eatin' cow fuss
Bahamadia,3 Tha Hard Way,surreality,the legends of the fall,Surreality just like the legends of the fall
Bahamadia,3 Tha Hard Way,corrosion,Murray s meat unfrozen,Major mental corrosion like Murray's meat unfrozen
Bahamadia,3 Tha Hard Way,sugar,DAngelo,Niggas scream they what this Brown Sugar like D'Angelo
Bahamadia,3 Tha Hard Way,smooth,satin,"Oh, I put my little thing in action, smooth like satin"
Bahamadia,3 Tha Hard Way,flow,chicks on birth control pills,I regulate a flow like chicks on birth control pills
Bahamadia,3 Tha Hard Way,bouncin,nylon from  Illadel to Lebanon,Bouncin' like nylon from 'Illadel to Lebanon (no doubt)
A.L.T.,Deez Nuts,psycho,Norman Bates,I can go psycho like Norman Bates
Archie Lee,Get Crunk or Get Ghost,niggas,"a rhino ,","Ramming niggas like a rhino, rhinoceros"
JAY-Z,Run This Town,lookin,millionaires  row,So my banquette is lookin' like millionaires' row
B-Rich,Whoa Now,cut,two doors,"It's off the rack the club packed, I'm two-cut like two doors"
